en	fr	es	el	it	ar	de	ja	hu	pt	hr
twittersna_hashtag_graph_tip	This graphs shows you the hashtags (and their numbers) retrieved with their co-occurrences between them. Thicker edges show more co-occurences between the hashtags. You can see the corresponding tweets by clicking on a node. If you want to see the intersection of two nodes, click on the bigger node then type the second hashtag in the search box.	Ce graphique vous montre les hashtags (et leur nombre) récupérés avec leurs cooccurrences entre eux. Plus un arc est épais, plus il montre de co-occurrences entre les hashtags. Vous pouvez voir les tweets correspondants en cliquant sur un nœud. Si vous voulez voir l'intersection de deux nœuds, cliquez sur le plus gros nœud puis écrivez le deuxième hashtag dans la boîte de recherche.	Este gráfico muestra los hashtags (y sus números) recuperados con sus co-ocurrencias entre ellos. Los enlaces más gruesos muestran más co-ocurrencias entre los hashtags. Puedes ver los tweets correspondientes clicqueando en un nodo. Si quiere ver la intersección de dos nodos, haga clic en el nodo más grande y luego escriba el segundo hashtag en el cuadro de búsqueda.	Σε αυτά τα γραφήματα εμφανίζονται τα hashtag (και οι αριθμοί τους) που ανακτήθηκαν με τις συν-εμφανίσεις τους μεταξύ τους. Τα παχύτερα άκρα δείχνουν περισσότερες συν-εμφανίσεις μεταξύ των hashtags. Μπορείτε να δείτε τα αντίστοιχα tweets κάνοντας κλικ σε έναν κόμβο. Εάν θέλετε να δείτε τη διασταύρωση δύο κόμβων, κάντε κλικ στον μεγαλύτερο κόμβο και, στη συνέχεια, πληκτρολογήστε το δεύτερο hashtag στο πλαίσιο αναζήτησης.	Questo grafico mostra gli hashtags (e i loro numeri) recuperati con le loro co-occorrenze tra loro. I bordi più spessi mostrano più co-discesi tra gli hashtags. Puoi vedere i tweet corrispondenti facendo clic su un nodo. Se si desidera visualizzare l'intersezione di due nodi, fare clic sul nodo più grande quindi digitare il secondo hashtag nella casella di ricerca.	يوضح لك هذا الرسم البياني علامات الوسم (وعددها) المستردة مع تكراراتها المشتركة بينهما. كلما كان القوس أكثر سمكًا، زاد عدد مرات الظهور المشترك بين علامات التصنيف. يمكنك مشاهدة التغريدات المطابقة من خلال النقر على أي عقدة. إذا كنت تريد رؤية تقاطع عقدتين، فانقر فوق العقدة الأكبر ثم اكتب الوسم الثاني (هاشتاغ) في مربع البحث.	Diese Grafiken zeigen Ihnen die Hashtags (und ihre Zahlen), die mit ihren Ko-Auftreten zwischen ihnen zurückgezogen sind. Dickere Kanten zeigen mehr Co-Zubehör zwischen den Hashtags. Sie können die entsprechenden Tweets sehen, indem Sie auf einen Knoten klicken. Wenn Sie den Schnittpunkt zweier Knoten sehen möchten, klicken Sie auf den größeren Knoten und geben Sie den zweiten Hashtag in das Suchfeld ein.	このグラフは、取得されたハッシュタグと共起を示します。エッジが太いほど、ハッシュタグ間の共起が多くなります。ノードをクリックすると、対応するツイートが表示されます。 2つのノードの交差部分を表示したい場合は、 大きい方のノードをクリックして、検索ボックスに2番目のハッシュタグを入力します。	Ez a grafikon a lekért hashtageket (és azok számát) mutatja előfordulásaikkal együtt. A vastagabb élek több közös előfordulást jelentenek a hashtagek között. Kattintson egy csomópontra a kapcsolódó tweetek megtekintéséhez. Két csomópont metszetének megtekintéséhez kattintson a nagyobb csomópontra, majd írja be a második hashtaget a keresőmezőbe.	Este gráfico mostra as hashtags (e seus números) recuperadas com suas coocorrências entre elas. Os links mais grossos mostram mais coocorrências entre as hashtags. Você pode ver os tweets correspondentes clicando em um nó. Se você quiser ver a interseção de dois nós, clique no nó maior e, em seguida, digite a segunda hashtag na caixa de pesquisa.	Ovaj grafikon prikazuje hashtagove (i njihove brojeve) preuzete s njihovim supojavljivanjima. Deblji rubovi pokazuju više supojavljivanja između hashtagova. Odgovarajuće tweetove možete vidjeti klikom na čvor. Ako želite vidjeti presjek dva čvora, kliknite na veći čvor, a zatim upišite drugi hashtag u okvir za pretraživanje.
twittersna_wordcloud_tip	This word cloud shows you the top words used in the tweet collection of your query (without the query words). You can click on each word to see the corresponding tweets.	Ce nuage de mots vous montre les principaux mots utilisés dans la collection de tweets de votre requête (sans les mots de la requête). Vous pouvez cliquer sur chaque mot pour voir les tweets correspondants.	Esta nube de palabras le muestra las palabras más usadas en la colección de tweets de su consulta (sin las palabras de la consulta). Puedes hacer clic en cada palabra para ver los tweets correspondientes.	Αυτό το σύννεφο λέξεων εμφανίζει τις κορυφαίες λέξεις που χρησιμοποιούνται στη συλλογή tweet του ερωτήματός σας (χωρίς τις λέξεις ερωτήματος). Μπορείτε να κάνετε κλικ σε κάθε λέξη για να δείτε τα αντίστοιχα tweets.	Questa nuvola di parole mostra le parole principali utilizzate nella raccolta Tweet della tua query (senza le parole di query). Puoi cliccare su ogni parola per vedere i tweet corrispondenti.	تعرض لك سحابة الكلمات هذه أهم الكلمات المستخدمة في مجموعة التغريدات الخاصة باستعلامك (بدون كلمات الاستعلام). يمكنك النقر فوق كل كلمة لرؤية التغريدات المقابلة.	Diese Word -Cloud zeigt Ihnen die Top -Wörter, die in der Tweet -Sammlung Ihrer Abfrage verwendet werden (ohne die Abfragewörter). Sie können auf jedes Wort klicken, um die entsprechenden Tweets anzuzeigen.	このワードクラウドには、クエリのツイートコレクションで使用された上位の単語が表示されます (クエリの単語は含まれません)。各単語をクリックすると、対応するツイートが表示されます。	Ez a szófelhő a lekérdezés tweetgyűjteményében leggyakrabban használt szavakat mutatja (a lekérdezés szavai nélkül). Kattintson egy szóra a kapcsolódó tweetek megtekintéséhez.	Esta nuvem de palavras mostra as palavras mais usadas na coleção de tweets de sua consulta (sem as palavras da consulta). Você pode clicar em cada palavra para ver os tweets correspondentes.	Ovaj oblak riječi prikazuje najčešće korištene riječi u zbirci tweetova vašeg upita (bez riječi iz upita). Možete kliknuti na svaku riječ da biste vidjeli odgovarajuće tweetove.
twittersna_urls_tip	Sorted list of most shared urls in the collection of tweets. You can relaunch a TwitterSNA query with any link by selecting it (check box) and using the TwitterSNA button.	Liste triée des urls les plus partagées dans la collection de tweets. Vous pouvez relancer une requête TwitterSNA avec n'importe quel lien en le sélectionnant (case à cocher) et en utilisant le bouton TwitterSNA.	Lista ordenada de las urls más compartidas en la colección de tweets. Puede relanzar una consulta de TwitterSNA con cualquier enlace seleccionándolo (casilla de verificación) y usando el botón de TwitterSNA.	Ταξινομημένη λίστα με τις περισσότερες κοινές διευθύνσεις URL στη συλλογή tweets. Μπορείτε να επανεκκινήσετε ένα ερώτημα TwitterSNA με οποιονδήποτε σύνδεσμο επιλέγοντας το (πλαίσιο ελέγχου) και χρησιμοποιώντας το κουμπί TwitterSNA.	Elenco ordinato degli URL più condivisi nella raccolta di tweet. È possibile rilanciare una query di TwitterNa con qualsiasi collegamento selezionandolo (casella di controllo) e usando il pulsante TwitterNa.	قائمة مصنفة لمعظم عناوين URL المشتركة في مجموعة التغريدات. يمكنك إعادة تشغيل استعلام Twittersna مع أي رابط عن طريق تحديده (مربع الاختيار) واستخدام زر Twittersna.	Sortierte Liste der meisten gemeinsam genutzten URLs in der Sammlung von Tweets. Sie können eine Twittersna -Abfrage mit einem beliebigen Link neu starten, indem Sie sie auswählen (Kontrollkästchen) und die Twittersna -Taste verwenden.	ツイートのコレクション内で最も共有されたURLのソートされたリスト。任意のリンクを選択して、TwitterSNAボタンを使用すると、TwitterSNAクエリを再起動できます。	Rendezett lista a leggyakrabban megosztott URL-ekről a tweetgyűjteményben. TwitterSNA lekérdezést újraindíthat bármelyik linkkel, ha kiválasztja azt (jelölőnégyzet) és használja a TwitterSNA gombot.	Lista ordenada das URLs mais compartilhadas na coleção de tweets. Você pode relançar uma consulta do TwitterSNA com qualquer link selecionando-o (caixa de seleção) e usando o botão do TwitterSNA.	Poredani popis najčešće dijeljenih URL-ova u zbirci tweetova. Možete ponovno pokrenuti TwitterSNA upit s bilo kojom vezom odabirom (potvrdni okvir) i korištenjem gumba TwitterSNA.
twittersna_user_graph_tip	User accounts graph	Graphe de comptes utilisateurs	Grafo de cuentas de usuarios	Γράφημα λογαριασμών χρηστών	Account utente Grafico	رسم بياني حسابات المستخدم	Benutzerkonten -Grafik	ユーザーアカウントのグラフ	Felhasználói fiókok gráfja	Gráfico de contas de usuários	Grafikon korisničkih računa
twittersna_export_graph_tip	Export and view graph in gexf	Exporter et visualiser le graphe en format gexf	Exportar y visualizar el grafo en formato gexf	Εξαγωγή και προβολή γραφήματος στο gexf	Esporta e visualizza il grafico in GEXF	تصدير وعرض الرسم البياني في GEXF	Export und Anzeigendiagramm in GEXF	　GEXFでグラフをエクスポートして表示する	Gráf exportálása és megtekintése gexf formátumban	Exportar e visualizar o gráfico no formato gexf	Izvoz i prikaz grafikona u gexf formatu
forensic_tip	All forensic filters displayed below are aimed at detecting picture signal alteration such as incoherences in compression, frequencies, jpeg blocks, etc... More filters highlight some specific zone, more likely the image could be tampered. Note that alteration in the signal can be also triggered by light conditions, resampling or compressing the image without intention to alter its semantics. You can click on each filter to see it on top of the image you want to check. You can then use the vertical slider to compare the filter output with the initial picture.	Tous les filtres forensic présentés ci-dessous visent à détecter les altérations du signal dans l'image telles que les incohérences dans la compression, les fréquences, les blocs jpeg, etc. Plus les filtres mettent en évidence une zone spécifique, plus il est probable que l'image soit altérée. Notez que l'altération du signal peut également être déclenchée par des conditions de lumière, en rééchantillonnant ou en compressant l'image sans intention d'en altérer la sémantique. Vous pouvez cliquer sur chaque filtre pour le voir sur l'image que vous voulez vérifier. Vous pouvez alors utiliser le curseur vertical pour comparer la sortie du filtre avec l'image initiale.	Todos los filtros forensics que se muestran a continuación tienen como objetivo detectar una posible alteración de la señal de la imagen, como incoherencias en la compresión, frecuencias, bloques jpeg, etc... Cuando más filtros resaltan alguna zona específica, es más probable que la imagen pueda ser alterada. Obsérvese que la alteración de la señal también puede ser provocada por condiciones de luz, remuestreo o compresión de la imagen sin intención de alterar su semántica. Puede hacer clic en cada filtro para verlo encima de la imagen que quiere comprobar. Puede utilizar el control deslizante vertical para comparar la salida del filtro con la imagen inicial.	Όλα τα φίλτρα ανίχνευσης αυθεντικότητας που εμφανίζονται παρακάτω στοχεύουν στην ανίχνευση αλλαγής σήματος εικόνας, όπως ασυνέπειες στη συμπίεση, συχνότητες, μπλοκ jpeg, κ.λπ ...  Όσο περισσότερα φίλτρα επισημαίνουν κάποια συγκεκριμένη ζώνη, τόσο πιθανότερα η εικόνα θα μπορούσε να έχει αλλοιωθεί. Σημειώστε ότι η αλλαγή του σήματος μπορεί επίσης να προκληθεί από συνθήκες φωτισμού, επαναπροσδιορισμός ή συμπίεση της εικόνας χωρίς πρόθεση να αλλάξει τη σημασιολογία της. Μπορείτε να κάνετε κλικ σε κάθε φίλτρο για να το δείτε πάνω στην εικόνα που θέλετε να ελέγξετε. Στη συνέχεια, μπορείτε να χρησιμοποιήσετε το κατακόρυφο ρυθμιστικό για να συγκρίνετε την έξοδο του φίλτρου με την αρχική εικόνα.	Tutti i filtri forensi visualizzati di seguito sono finalizzati a rilevare l'alterazione del segnale dell'immagine come incoerenze in compressione, frequenze, blocchi JPEG, ecc ... Più filtri evidenziano alcune zone specifiche, più probabilmente l'immagine potrebbe essere manomessa. Si noti che l'alterazione nel segnale può anche essere attivata da condizioni di luce, ricampizzare o comprimendo l'immagine senza intenzione di modificare la sua semantica. È possibile fare clic su ciascun filtro per vederlo in cima all'immagine che si desidera controllare. È quindi possibile utilizzare il cursore verticale per confrontare l'uscita del filtro con l'immagine iniziale.	تهدف جميع فلاتر التحري المعروضة أدناه إلى اكتشاف تغييرات الإشارة في الصورة مثل التناقضات في الضغط والترددات وكتل jpeg وما إلى ذلك. كلما زاد عدد المرشحات التي تبرز منطقة معينة، زادت احتمالية تغيير الصورة. لاحظ أنه يمكن أيضًا تشغيل تغيير الإشارة من خلال ظروف الإضاءة، عن طريق إعادة تشكيل الصورة أو ضغطها مع عدم وجود نية لتغيير دلالاتها. يمكنك النقر فوق كل مرشح لرؤيته على الصورة التي تريد التحقق منها. يمكنك بعد ذلك استخدام شريط التمرير العامودي لمقارنة إخراج المرشح بالصورة الأصلية.	Alle unten angezeigten forensischen Filter zielen darauf ab, Bildsignaländerungen wie Inklohenzen bei Komprimierung, Frequenzen, JPEG -Blöcken usw. zu erkennen. Weitere Filter heben eine bestimmte Zone hervor, was wahrscheinlicher ist, dass das Bild manipuliert werden kann. Beachten Sie, dass eine Änderung des Signals auch durch Lichtbedingungen ausgelöst werden kann, wodurch das Bild ohne Absicht zur Veränderung seiner Semantik erneuert oder komprimiert wird. Sie können auf jeden Filter klicken, um ihn oben auf dem Bild anzuzeigen, das Sie überprüfen möchten. Sie können dann den vertikalen Schieberegler verwenden, um die Filterausgabe mit dem anfänglichen Bild zu vergleichen.	表示されているフォレンジックフィルターは、圧縮、周波数、jpegブロックな どの不整合といった画像信号の改ざんを検出することを目的としています。フィルターが増えると、特定のゾーンが強調表示される可能性が高くなります。信号の変更は、意図的でなくても、光の状況や画像のリサンプリング、圧 縮によって起きる可能性があることにも注意してください。各フィルターをクリックすると、結果は画像上に表示されます。スライダーを使用して最初の画像との比較もできます。	Az alább megjelenő összes digitális szűrő célja a képjelek manipulációjának kimutatása, mint például tömörítési ellentmondások, frekvenciák, jpeg blokkok stb. Több szűrő egy adott területet emel ki, ami valószínűbbé teszi a kép manipuláltságát. Ne feledd, hogy a jel manipulációját okozhatják fényviszonyok, átmintavételezés vagy tömörítés is anélkül, hogy a képi jelentést megváltoztatnánk. Kattintson egy szűrőre, hogy a vizsgálandó képen megjelenjen. A függőleges csúszkával összehasonlíthatja a szűrő eredményét az eredeti képpel.	Todos os filtros forenses mostrados abaixo visam detectar uma possível alteração no sinal da imagem, como inconsistências na compressão, frequências, blocos JPEG, etc. Quanto mais filtros destacam uma área específica, maior a probabilidade de a imagem ser alterada. Observe que a alteração do sinal também pode ser causada por condições de luz, reamostragem ou compressão da imagem sem a intenção de alterar sua semântica. Você pode clicar em cada filtro para vê-lo sobre a imagem que deseja verificar. Você pode usar o controle deslizante vertical para comparar a saída do filtro com a imagem inicial.	Svi forenzički filtri prikazani u nastavku imaju za cilj otkrivanje promjene signala slike, kao što su nedosljednosti u kompresiji, frekvencijama, jpeg blokovima itd. Više filtara ističe neku određenu zonu, što je vjerojatnije da je slika neovlašteno mijenjana. Imajte na umu da promjenu signala mogu potaknuti i svjetlosni uvjeti, ponovno uzorkovanje или komprimiranje slike bez namjere da se promijeni njezina semantika. Možete kliknuti na svaki filtar da biste ga vidjeli na vrhu slike koju želite provjeriti. Zatim možete koristiti okomiti klizač za usporedbu izlaza filtra s početnom slikom.
metadata_tip	Most social networks platforms are getting rid of metadata in pictures and videos. If, as a journalist or fact-checker, you want to ensure the picture or video is an original UGC production, ask for the original file and you can check it here as a local file to see its metadata.	La plupart des plateformes de réseaux sociaux se débarrassent des métadonnées des photos et des vidéos. Si, en tant que journaliste ou fact-checker, vous voulez vous assurer que la photo ou la vidéo est une production UGC originale, demandez le fichier original et vous pourrez le vérifier ici en tant que fichier local pour voir ses métadonnées.	La mayoría de las plataformas de redes sociales se están deshaciendo de los metadatos de las fotos y los videos. Si, como periodista o fact-checker, quiere asegurarse de que la foto o el vídeo es una producción original de UGC, pida el archivo original y puede comprobarlo aquí como un archivo local para ver sus metadatos.	Οι περισσότερες πλατφόρμες κοινωνικών δικτύων αφαιρούν τα μεταδεδομένα σε εικόνες και βίντεο. Εάν, ως δημοσιογράφος ή ελεγκτής γεγονότων, θέλετε να βεβαιωθείτε ότι η εικόνα ή το βίντεο είναι μια πρωτότυπη παραγωγή περιεχομένου που δημιουργήθηκε από τον χρήστη, ζητήστε το αρχικό αρχείο και μπορείτε να το ελέγξετε εδώ ως τοπικό αρχείο για να δείτε τα μεταδεδομένα του.	La maggior parte delle piattaforme dei social network si sta liberando dei metadati in immagini e video. Se, come giornalista o fatti-checker, si desidera garantire che l'immagine o il video sia una produzione UGC originale, richiedi il file originale e puoi controllarlo qui come file locale per vedere i suoi metadati.	تتخلص معظم منصات الشبكات الاجتماعية من البيانات الوصفية في الصور ومقاطع الفيديو. إذا كنت، كصحفي أو مدقق معلومات، تريد التأكد من أن الصورة أو الفيديو هي إنتاج UGC الأصلي، فاطلب من الملف الأصلي ويمكنك التحقق منه هنا كملف محلي لمشاهدة بيانات التعريف الخاصة به.	Die meisten Plattformen für soziale Netzwerke werden Metadaten in Bildern und Videos los. Wenn Sie als Journalist oder Faktenprüfung sicherstellen möchten, dass das Bild oder Video eine originale UGC-Produktion ist, fragen Sie nach der Originaldatei und können es hier als lokale Datei überprüfen, um die Metadaten anzuzeigen.	ほとん どのソーシャルプラットフォームでは、写真や動画のメタデータは削除されています。ジャーナリストまたはファクトチェッカーとして、写真または動画がオリジナルであることを確認したい場合は、オリジナルのファイルを入手 する努力をしてください。ローカルファイルに含まれるメタデータを確認できます。	A legtöbb közösségi hálózati platform eltávolítja a képek és videók metaadatait. Ha újságíróként vagy tényellenőrzőként eredeti UGC alkotást akar ellenőrizni, kérje el az eredeti fájlt, és itt helyben megvizsgálhatja annak metaadatait.	A maioria das plataformas de redes sociais está se desfazendo dos metadatos de fotos e vídeos. Se, como jornalista ou verificador de fatos, você quiser ter certeza de que a foto ou o vídeo é uma produção original de UGC, peça o arquivo original e você pode verificá-lo aqui como um arquivo local para ver seus metadados.	Većina platformi društvenih mreža rješava se metapodataka na slikama i videozapisima. Ako kao novinar ili provjeravatelj činjenica želite osigurati da je slika ili videozapis originalna UGC produkcija, zatražite originalnu datoteku i ovdje je možete provjeriti kao lokalnu datoteku da biste vidjeli njezine metapodatke.
twittersna_sosem_graph_tip	This socio-semantic graph measures interactions between hashtags and actors as nodes. Thickness of edges reflects the intensity of interactions. Clicking on nodes will display below the graph the corresponding tweets.	Ce graphe socio-sémantique mesure les interactions entre les hashtags et les acteurs (nœuds du graphe). L'épaisseur des arrêtes reflète l'intensité des interactions. En cliquant sur les nœuds, les tweets correspondants s'affichent sous le graphe.	Este grafo socio-semántico mide las interacciones entre los hashtags y los actores como nodos. El grosor de los enlaces refleja la intensidad de las interacciones. Al cliquear en los nodos se muestran debajo del grafo los tweets correspondientes.	Αυτό το κοινωνικο-σημασιολογικό γράφημα μετρά τις αλληλεπιδράσεις μεταξύ hashtags και actors ως κόμβους. Το πάχος των ακμών αντικατοπτρίζει την ένταση των αλληλεπιδράσεων. Κάνοντας κλικ σε κόμβους θα εμφανιστούν κάτω από το γράφημα τα αντίστοιχα tweets.	Questo grafico socio-semantico misura interazioni tra hashtags e attori come nodi. Lo spessore dei bordi riflette l'intensità delle interazioni. Cliccando sui nodi verrà visualizzato al di sotto del grafico i tweet corrispondenti.	يقيس هذا الرسم البياني الاجتماعي-الدلالي التفاعلات بين علامات التجزئة والجهات الفاعلة كعقد. سمك الحواف يعكس شدة التفاعلات. سيتم عرض النقر فوق العقد أسفل الرسم البياني للتغريدات المقابلة.	Diese sozio-semantische Grafik misst Wechselwirkungen zwischen Hashtags und Akteuren als Knoten. Die Dicke der Kanten spiegelt die Intensität der Wechselwirkungen wider. Wenn Sie auf Knoten klicken, werden unterhalb der Grafik die entsprechenden Tweets angezeigt.	このsocio-semanticグラフは、ハッシュタグとアクター間の相互作用をノードとして測定します。エッジの厚さは相互作用の強度を反映します。ノードをクリックすると、グラフの下に ツイートが表示されます。	Ez a szocio-szemantikus gráf a hashtagek és szereplők interakcióit méri csomópontokként. Az élek vastagsága az interakciók intenzitását mutatja. A csomópontokra kattintva a gráf alatt megjelennek a kapcsolódó tweetek.	Este gráfico socio-semântico mede as interações entre hashtags e atores como nós. A espessura dos links reflete a intensidade das interações. Ao clicar nos nós, os tweets correspondentes são exibidos abaixo do gráfico.	Ovaj socio-semantički graf mjeri interakcije između hashtagova i aktera kao čvorova. Debljina rubova odražava intenzitet interakcija. Klikom na čvorove ispod grafikona prikazat će se odgovarajući tweetovi.
twittersna_sosem_4mode_graph_tip	This socio-semantic graph measures interactions between hashtags, URLs, mentions, RTs with comment and replies as nodes. Thickness of edges reflects the intensity of interactions. Click on any node to get the corresponding tweets.	Ce graphe socio-sémantique mesure les interactions entre les hashtags, URLs, les mentions, les RTs avec commentaire et les réponses. L'épaisseur des arrêtes reflète l'intensité des interactions. En cliquant sur les nœuds, les tweets correspondants s'affichent sous le graphe.	Este grafo socio-semántico mide las interacciones entre los hashtags, URLs, las menciones, los RTs con comentario y las respuestas. El grosor de los enlaces refleja la intensidad de las interacciones. Al cliquear en cualquier nodo se muestra debajo del grafo los tweets correspondientes.	Αυτό το κοινωνικο-σημασιολογικό γράφημα μετρά τις αλληλεπιδράσεις μεταξύ hashtag, URLs, αναφορών, RT με σχόλια και απαντήσεις ως κόμβους. Το πάχος των ακμών αντικατοπτρίζει την ένταση των αλληλεπιδράσεων. Κάντε κλικ σε οποιονδήποτε κόμβο για να λάβετε τα αντίστοιχα tweets.	Questo grafico socio-semantico misura le interazioni tra hashtags, URL, menzioni, RTS con commenti e risposte come nodi. Lo spessore dei bordi riflette l'intensità delle interazioni. Fare clic su qualsiasi nodo per ottenere i tweet corrispondenti.	يقيس هذا الرسم البياني الاجتماعي - الدلالي التفاعلات بين الوسوم (هاشتاغ) وعنوان عناوين URL وComply وRTs مع التعليق والردود على العقد (الخانة). سمك الحواف يعكس شدة التفاعلات. انقر على أي عقدة للحصول على التغريدات المقابلة.	Dieses sozio-semantische Graph misst die Interaktionen zwischen Hashtags, URLs, Erwähnungen, RTs mit Kommentaren und Antworten als Knoten. Die Dicke der Kanten spiegelt die Intensität der Wechselwirkungen wider. Klicken Sie auf einen beliebigen Knoten, um die entsprechenden Tweets zu erhalten.	このsocio-semanticグラフは、ハッシュタグ、URL、メンション、コメント付きRT、およびノー​​ドとしての返信などの相互作用を測定します。エッジの厚さは相互作用の強度を反映します。任意のノードをクリックして、対応するツイートを取得します。	Ez a szocio-szemantikus gráf a hashtagek, URL-ek, említések, kommentes retweetek és válaszok interakcióit méri csomópontként. Az élek vastagsága az interakciók intenzitását mutatja. Kattintson egy csomópontra a kapcsolódó tweetek megtekintéséhez.	Este gráfico socio-semântico mede as interações entre hashtags, URLs, menções, RTs com comentário e respostas. A espessura dos links reflete a intensidade das interações. Ao clicar em qualquer nó, os tweets correspondentes são exibidos abaixo do gráfico.	Ovaj socio-semantički graf mjeri interakcije između hashtagova, URL-ova, spominjanja, RT-ova s komentarima i odgovorima kao čvorovima. Debljina rubova odražava intenzitet interakcija. Kliknite na bilo koji čvor da biste dobili odgovarajuće tweetove.
twittersna_acd_ts_tip	Stacked histogram of creation date of the accounts retrieved from your query	Histogramme empilé des dates de création des comptes récupérés dans votre requête	Histograma apilado de las fechas de creación de las cuentas recuperadas con su búsqueda	Ιστογράμματος σε μορφή στοίβας των ημερομηνιών δημιουργίας των λογαριασμών που ανακτήθηκαν από το ερώτημά σας	Istogramma impilato della data di creazione dei conti recuperati dalla tua query	رسم بياني مكدس لتاريخ إنشاء الحسابات التي تم استردادها من استعلامك	Gestapeltes Histogramm des Erstellungsdatums der aus Ihrer Abfrage abgerufenen Konten	クエリから取得されたアカウントの作成日の積み上げヒストグラム	A lekérdezésből származó fiókok létrehozási dátumának halmozott hisztogramja	Histograma empilhado das datas de criação das contas recuperadas com sua pesquisa.	Složeni histogram datuma stvaranja računa preuzetih iz vašeg upita
twittersna_bubble_chart_tip	This graphic displays the most active accounts with their creation date (x axis) and their number of followers (y axis). The size of the nodes reflects their level of activity on your query. The rhombus shape means verified accounts. Colors show account activity on your query (Blue: less than 5 tweets per day; Orange: between 5 and 14 tweets per day; Red: beyond 15 tweets per day).	Ce graphique affiche les comptes les plus actifs avec leur date de création (axe x) et leur nombre de followers (axe y). La taille des nœuds reflète leur niveau d'activité sur votre requête. Les noeuds en losange sont les comptes vérifiés. Les couleurs montrent l'activité des comptes (Bleu: moins de 5 tweets par jour; Orange: entre 5 et 14 tweets par jour; Rouge: 15 ou plus tweets par jour).	Este gráfico muestra las cuentas más activas con su fecha de creación (eje x) y su número de seguidores (eje y). El tamaño de los nodos refleja su nivel de actividad en su consulta. Los nodos en rombos son cuentas verificadas. Los colores muestran la actividad de las cuentas (Azul: menos de 5 tweets por dia; Naranja: entre 5 y 14 tweets por dia; Rojo: 15 o más tweets por dia).	Αυτό το γραφικό εμφανίζει τους πιο ενεργούς λογαριασμούς με την ημερομηνία δημιουργίας τους (άξονας x) και τον αριθμό των ακολούθων τους (άξονας y). Το μέγεθος των κόμβων αντικατοπτρίζει το επίπεδο δραστηριότητάς τους στο ερώτημά σας. Οι κόμβοι στο ρόμβο είναι επαληθευμένοι λογαριασμοί. Τα χρώματα δείχνουν τη δραστηριότητα του λογαριασμού στο ερώτημά σας (Μπλε: λιγότερα από 5 tweets την ημέρα; Πορτοκαλί: μεταξύ 5 και 14 tweets την ημέρα; Κόκκινο: πέρα από 15 tweets την ημέρα).	Questo grafico visualizza i conti più attivi con la loro data di creazione (asse x) e il loro numero di follower (asse y). La dimensione dei nodi riflette il loro livello di attività sulla tua query. La forma del rombo significa conti verificati. Colori mostrano l'attività dell'account sulla tua query (blu: meno di 5 tweet al giorno; arancione: tra 5 e 14 tweet al giorno; rosso: oltre 15 tweets al giorno).	يعرض هذا الرسم الحسابات الأكثر نشاطًا مع تاريخ إنشائها (محور X) وعدد متابعيهم (محور Y). يعكس حجم العقد (الشريحة) مستوى نشاطها على استعلامك. شكل المعين يعني الحسابات التي تم التحقق منها. تُظهر الألوان نشاط الحساب على استعلامك (الأزرق: أقل من 5 تغريدات يوميًا؛ برتقالي: بين 5 و14 تغريدة يوميًا؛ أحمر: ما وراء 15 تغريدة يوميًا).	Diese Grafik zeigt die aktivsten Konten mit ihrem Erstellungsdatum (x -Achse) und ihrer Anzahl von Followern (Y -Achse) an. Die Größe der Knoten spiegelt ihren Aktivitätsniveau auf Ihrer Abfrage wider. Die Rhombusform bedeutet verifizierte Konten. Farben zeigen Kontoaktivitäten auf Ihrer Abfrage (Blau: Weniger als 5 Tweets pro Tag; orange: zwischen 5 und 14 Tweets pro Tag; rot: Beyond 15 Tweets pro Tag).	このグラフィックには、最もアクティブなアカウントが作成 日 (x軸) とフォロワー数 (y軸) とともに表示されます。ノードのサイズは、クエリに対するアクティビティのレベルを反映します。ひし形は認証済みアカウントを意味します。色は、クエリに対するアカウントアクティビティを 示します (青: 1 日あたり 5 ツイート未満、オレンジ: 1 日あたり 5 ～ 14 ツイート、赤: 1 日あたり 15 ツイートを超える)。	Ez a grafikon a legaktívabb fiókokat mutatja létrehozási dátumukkal (x tengely) és követőik számával (y tengely). A csomópontok mérete a lekérdezésen belüli aktivitásukat jelzi. A rombusz forma hitelesített fiókokat jelent. A színek a fiók aktivitását mutatják a lekérdezésben (Kék: napi 5 tweet alatt; Narancs: napi 5-14 tweet között; Piros: napi 15 tweet felett).	Este gráfico mostra as contas mais ativas com sua data de criação (eixo x) e seu número de seguidores (eixo y). O tamanho dos nós reflete seu nível de atividade em sua consulta. Los nodos em forma de losango são contas verificadas. As cores mostram a atividade das contas (Azul: menos de 5 tweets por dia; Laranja: entre 5 e 14 tweets por dia; Vermelho: 15 ou mais tweets por dia).	Ovaj grafikon prikazuje najaktivnije račune s datumom njihovog stvaranja (x-os) i brojem sljedbenika (y-os). Veličina čvorova odražava njihovu razinu aktivnosti na vašem upitu. Oblik romba znači provjerene račune. Boje prikazuju aktivnost računa na vašem upitu (plava: manje od 5 tweetova dnevno; narančasta: između 5 i 14 tweetova dnevno; crvena: više od 15 tweetova dnevno).
