	en	fr	es	el	it	ar	de	ja	hu	pt	hr	sl
facebook_delete_result	Remove result	Effacer le résultat	Borrar el resultado	Διαγραφή του αποτελέσματος της διαδικασίας	Rimuovi risultato	إزالة النتيجة	Ergebnis entfernen	結果を削除	Eredmények eltávolítása	Apagar o resultado	Ukloni rezultat	Odstrani rezultat
image_comment_count	Image comment count	Nombre de commentaires d'image	Recuento de comentarios de imagen	Αριθμός σχολίων εικόνας	Conteggio del commento immagine	عدد تعليقات الصورة	Bildkommentarzahl	画像コメント数	Kép hozzászólások száma	Contagem de comentários da imagem	Broj komentara slike	Število komentarjev slike
facebook_comment_name_2	Number verification comments	Nombre de commentaires vérifiés	Número de comentarios verificados	Αριθμός σχολίων επαλήθευσης	Numero di commenti verificati	عدد التعليقات الموثوقة	Nummernüberprüfungskommentare	番号確認コメント	Ellenőrzési hozzászólások száma	Número de comentários verificados	Broj komentara za provjeru	Število preverjenih komentarjev
twitter_user_name_13	Created	Date de création	Fecha de creación	Δημιουργήθηκε	Data di creazione	تاريخ الإنشاء	Erstellt	作成されました	Létrehozva	Data de criação	Izrađeno	Ustvarjeno
twitter_user_name_4	Profile	Profil	Perfil	Προφίλ	Profilo	الملف الشخصي	Profil	プロフィール	Profil	Perfil	Profil	Profil
button_reverse_twitter	X (ex-Twitter) search	Recherche sur X (ex-Twitter)	Búsqueda en X (ex-Twitter)	Αναζήτηση X (ex-Twitter)	Ricerca X (ex-Twitter)	بحث تويتر بالفيديو	X (ex-Twitter) - Suche	X (旧 Twitter) 検索	X (korábbi Twitter) keresés	Pesquisa no X (ex-Twitter)	X (bivši Twitter) pretraživanje	Iskanje X (ex-Twitter)
youtube_video_name1_2	Video description	Description de la vidéo	Descripción del video	Περιγραφή Βίντεο	Descrizione video	وصف الفيديو	Videobeschreibung	ビデオの説明	Videó leírása	Descrição do vídeo	Opis videozapisa	Opis videa
twitter_video_name_3	Origin	Origine	Origen	Προέλευση	Origine	الأصل	Herkunft	出典	Forrás	Origem	Izvor	Izvor
twitter_video_name_4	Likes count	Nombre de ''j'aime''	Número de ''me gusta''	Αριθμός likes	Numero di likes	عدد الإعجابات	Mag es, Zählung	いいね数	Kedvelések száma	"Número de ""curtidas"""	Broj sviđanja	Število všečkov
twitter_video_name_5	Retweets count	Nombre de retweets	Número de retweets	Αριθμός retweets	Numero di retweets	إعادة تغريد	Retweets zählen	リツイート数	Retweetek száma	Número de retweets	Broj retweetova	Število ponovnih objav
twitter_video_name_6	Hashtags	Hashtags	Hashtags	Hashtags	Hashtags	الوسم	Hashtags	ハッシュタグ	Hashtagek	Hashtags	Hashtagovi	Ključne besede
twitter_video_name_7	Urls included	Urls incluses	Urls incluidas	URLs που περιλαμβάνονται	URL inclusi	شملت عناوين URL	URLs enthalten	含まれる URL	Tartalmazott URL-ek	URLs incluídas	Uključeni URL-ovi	Vključeni URL-ji
twitter_video_name_8	Mentionned by	Mentionné par	Mencionado por	Αναφέρθηκε από	Menzionato da	أُشير إليه من قبل شخص أو حساب ما	Erwähnt von	メンションした人	Említette	Mencionado por	Spomenuto od strane	Omenil
twitter_video_name_9	Language	Langue	Lengua	Γλώσσα	Lingua	اللغة	Sprache	言語	Nyelv	Idioma	Jezik	Jezik
twitter_video_name_10	Thumbnail	Imagette	Miniaturas	Μικρογραφία	Miniatura	صورة الغلاف	Miniaturansicht	サムネイル	Bélyegkép	Miniaturas	Minijatura	Sličica
twitter_video_name_11	Size	Taille	Talla	Μέγεθος	Taglia	الحجم	Größe	サイズ	Méret	Tamanho	Veličina	Velikost
twitter_video_name_12	Duration	Durée	Duración	Διάρκεια	Durata	المدة	Dauer	間隔	Időtartam	Duração	Trajanje	Trajanje
twitter_video_name_13	Locations mentioned	Lieux mentionnés	Lugares mencionados	Τοποθεσίες που αναφέρονται	Luoghi menzionati	المواقع المُشار إليها	Standorte erwähnt	メンションされた場所	Említett helyek	Lugares mencionados	Spomenute lokacije	Omenjene lokacije
twitter_video_name_14	Embedded YouTube	Incorporé de YouTube	Integrable desde YouTube	Ενσωματωμένo YouTube βίντεο	Embedded YouTube	youtube تضمين	Eingebettete YouTube	埋め込み YouTube	Beágyazott YouTube	Incorporável do YouTube	Ugrađeni YouTube	Vdelan YouTube
twitter_video_name_15	Created	Date de création	Fecha de creación	Δημιουργήθηκε	Data di creazione	تاريخ الإنشاء	Erstellt	作成日	Létrehozva	Data de criação	Izrađeno	Ustvarjeno
twitter_video_name_16	Video	Vidéo	Video	Βίντεο	video	فيديو	Video	動画	Videó	Vídeo	Videozapis	Video
twitter_user_title	Public User	Utilisateur public	Usuario público	Δημόσιος χρήστης	Utente pubblico	المستخدم العام	Öffentlicher Benutzer	パブリックユーザー	Nyilvános felhasználó	Usuário público	Javni korisnik	Javni uporabnik
twitter_user_name_2	Screen name	Pseudonyme	Nombre de usuario	Ονομα οθόνης	Nome schermo	الاسم المستعار	Künstlername	ハンドルネーム	Képernyő neve	Nome de usuário	Korisničko ime	Uporabniško ime
twitter_user_name_3	Location	Localisation	Lugar	Τοποθεσία	Posizione	الموقع	Standort	位置	Helyszín	Lugar	Lokacija	Lokacija
twitter_user_name_5	Description	Description	Descripción	Περιγραφή	Descrizione	الوصف	Beschreibung	説明	Leírás	Descrição	Opis	Opis
twitter_user_name_6	Protected user	Utilisateur protégé	Usuario protegido	Προστατευμένος χρήστης	Utente protetto	المستخدم المحمي	Geschützter Benutzer	保護されたユーザー	Védett felhasználó	Usuário protegido	Zaštićeni korisnik	Zaščiten uporabnik
twitter_user_name_7	Verified user	Utilisateur vérifié	Usuario verificado	Επαληθευμένος χρήστης	Utente verificato	مستخدم تم التحقق منه	Verifizierter Benutzer	認証済みユーザー	Ellenőrzött felhasználó	Usuário verificado	Provjereni korisnik	Preverjen uporabnik
twitter_user_name_8	Followers	Nombre d'abonnés	Seguidores	Ακόλουθοι	Seguaci	المتابَعون	Anhänger	フォロワー	Követők	Seguidores	Pratitelji	Sledilci
twitter_user_name_9	Following	Nombre d'abonnements	Seguidos	Σε ακολούθηση	A seguire	المتابَعون	Folgen	続く	Követés	Seguindo	Prati	Sledi
twitter_user_name_10	Lists	Listes	Listas	Λίστες	Elenchi	القوائم	Listen	リスト	Listák	Listas	Popisi	Seznami
twitter_user_name_11	Tweets liked	Tweets ''aimés''	Tweets ''likeados''	Αριθμός Tweets που άρεσαν	Tweets liked	تغريدات تم الإعجاب بها	Tweets mochten	いいねされたツイート	Kedvelt tweetek	"Tweets ""curtidos"""	Sviđani tweetovi	Všečkani tviti
twitter_user_name_12	Tweets count	Nombre de tweets	Número de tweets	Αριθμός Tweets	Numero di Tweets	عدد التغريدات	Tweets zählen	ツイート数	Tweetek száma	Número de tweets	Broj tweetova	Število tvitov
youtube_comment_title	Video comments:	Commentaires sur la vidéo:	Comentarios sobre el video:	Σχόλια βίντεο:	Commenti video:	تعليقات الفيديو:	Videokommentare:	動画のコメント:	Videó hozzászólások:	Comentários do vídeo:	Komentari videozapisa:	Komentarji k videu:
youtube_comment_name_2	Verification comments number	Nbre de com. pour vérification	Número de comentarios para verificación	Αριθμός σχολίων επαλήθευσης	Numero di commenti da verifica	عدد التعليقات الموثوق بها	Bestätigungsnummer	検証コメント番号	Ellenőrzési hozzászólások száma	Número de comentários para verificação	Broj komentara za provjeru	Število preverjenih komentarjev
navbar_thumbnails	Thumbnails	Imagettes	Miniaturas	Μικρογραφίες	Thumbnails	الصورة المصغرة (صورة الغلاف)	Thumbnails	サムネイル	Bélyegképek	Miniaturas	Minijature	Sličice
youtube_video_name2_1	Video view count	Nombre de vues	Número de vistas	Αριθμός προβολών βίντεο	Conteggio visualizzazioni	عدد مشاهدات الفيديو	Videoansicht zählen	動画の再生回数	Videó megtekintések száma	Número de visualizações	Broj pregleda videozapisa	Število ogledov videa
youtube_video_name2_2	Like count	Nombre de ''j'aime''	Número de ''me gusta''	Αριθμός likes	Conteggio dei likes	عدد الإعجابات	Wie Graf	いいね数	Kedvelések száma	"Número de ""curtidas"""	Broj sviđanja	Število všečkov
youtube_video_name2_3	Dislike count	Nombre de ''je n'aime pas''	Número de ''no me gusta''	Αριθμός dislikes	Conteggio dei dislikes	عدد عدم الإعجابات	Abneigung der Zählung	低評価数	Nem tetszik reakciók száma	"Número de ""não curtidas"""	Broj nesviđanja	Število nevšečkov
youtube_video_name2_4	Duration	Durée	Duración	Διάρκεια	Durata	المدة	Dauer	時間	Időtartam	Duração	Trajanje	Trajanje
youtube_video_name2_5	Licensed content	Contenu sous license	Contenido bajo licencia	Περιεχόμενο υπό άδεια χρήσης	Contenuto con licenza	المحتوى المرخص	Lizenzierter Inhalt	ライセンスされたコンテンツ	Licencelt tartalom	Conteúdo licenciado	Licencirani sadržaj	Licencirana vsebina
youtube_video_name2_6	Upload time	Date de mise en ligne	Fecha de puesta en línea	Ώρα μεταφόρτωσης	Tempo di upload	وقت التحميل	Zeit hochladen	アップロード時間	Feltöltés ideje	Data de publicação	Vrijeme prijenosa	Čas nalaganja
youtube_channel_name_2	Channel created time	Date de la création de la chaîne	Fecha de la creación de la cadena	Ώρα δημιουργίας καναλιού	Data di creazione del canale	وقت إنشاء القناة	Kanal erzeugt Zeit	チャンネル作成時	Csatorna létrehozásának ideje	Data de criação do canal	Vrijeme izrade kanala	Čas ustvarjanja kanala
youtube_channel_name_3	Channel view count	Nombre de vues de la chaine	Número de vistas de la cadena	Αριθμός προβολών καναλιού	Conteggio viste del canale	عدد مشاهدات القناة	Kanalansicht zählen	チャンネル視聴回数	Csatorna megtekintések száma	Número de visualizações do canal	Broj pregleda kanala	Število ogledov kanala
youtube_channel_name_4	Channel page	Page de la chaîne	Página de la cadena	Σελίδα καναλιού	Pagina del canale	صفحة القناة	Kanalseite	チャンネルページ	Csatorna oldal	Página do canal	Stranica kanala	Stran kanala
youtube_channel_name_5	Number of subscribers	Nombre d'abonnés	Numero de suscriptores	Αριθμός συνδρομητών	Numero di abbonati	عدد المشتركين	Anzahl der Abonnenten	登録者数	Feliratkozók száma	Número de inscritos	Broj pretplatnika	Število naročnikov
youtube_channel_title	Channel:	Chaîne:	Cadena:	Κανάλι:	Canale:	قناة:	Kanal:	チャンネル:	Csatorna:	Canal:	Kanal:	Kanal:
youtube_comment_name_1	Video comment count	Nombre de commentaires	Número de comentarios	Αριθμός σχολίων βίντεο	Conteggio dei commenti	عدد تعليقات الفيديو	Videokommentarzahl	動画のコメント数	Videóhozzászólások száma	Número de comentários	Broj komentara videozapisa	Število komentarjev k videu
convert_to_local_time	Convert to local time	Convertir à l'heure locale	Pasar a la hora local	Μετατροπή σε τοπική ώρα	Converti in ora locale	تحويل إلى التوقيت المحلي	Zu lokaler Zeit konvertieren	現地時間に変換する	Konvertálás helyi időre	Converter para a hora local	Pretvori u lokalno vrijeme	Pretvori v lokalni čas
table_error_unavailable	This url is not valid	Cette URL n'est pas valide	Esta url no es válida	Αυτή η διεύθυνση URL δεν είναι έγκυρη	Questo URL non è valido	عنوان رابط  منتهي الصلاحية	Diese URL ist nicht gültig	この URL は無効です	Ez az URL nem érvényes	Esta URL não é válida	Ova URL adresa nije valjana	Ta URL ni veljaven
table_error_no_image_id	We cannot extract an image ID from the submitted URL. Please note also that Facebook does not allow us to process photos from Users or Groups.	Nous ne pouvons pas extraire un ID d'image à partir de l'URL soumise. Veuillez également noter que Facebook ne nous permet pas de traiter les photos des utilisateurs ou des groupes.	No podemos extraer una identificación de imagen de la URL enviada. Tenga en cuenta también que Facebook no nos permite procesar fotos de Usuarios o Grupos.	Δεν μπορούμε να εξαγάγουμε ένα αναγνωριστικό εικόνας από την υποβληθείσα διεύθυνση URL. Λάβετε επίσης υπόψη ότι το Facebook δεν μας επιτρέπει να επεξεργαζόμαστε φωτογραφίες από Χρήστες ή Ομάδες.	Non possiamo estrarre un ID immagine dall'URL inviato. Tieni inoltre presente che Facebook non ci consente di elaborare foto di Utenti o Gruppi.	لا يمكننا استخراج معرف الصورة من الرابط المطروح. يرجى أيضًا ملاحظة أن فيسبوك لا يسمح لنا بمعالجة الصور من المستخدمين أو المجموعات.	Wir können keine Bild -ID aus der eingereichten URL extrahieren. Bitte beachten Sie auch, dass Facebook uns nicht erlaubt, Fotos von Benutzern oder Gruppen zu verarbeiten.	送信された URL から画像 ID を抽出できません。 Facebook では、ユーザーまたはグループからの写真の使用が許可されていない場合もあります。	Nem tudunk képazonosítót kinyerni a megadott URL-ből. Kérjük, vegye figyelembe, hogy a Facebook nem engedélyezi a felhasználók vagy csoportok fotóinak feldolgozását.	Não podemos extrair um ID de imagem da URL enviada. Observe também que o Facebook não nos permite processar fotos de Usuários ou Grupos.	Ne možemo izdvojiti ID slike iz poslane URL adrese. Također imajte na umu da Facebook ne dopušta obradu fotografija korisnika ili grupa.	Iz predloženega URL-ja ne moremo izvleči ID-ja slike. Upoštevajte tudi, da nam Facebook ne dovoljuje obdelave fotografij uporabnikov ali skupin.
table_error_no_video_id	We cannot extract an video ID from the submitted URL. Please note also that Facebook does not allow us to process videos from Users or Groups.	Nous ne pouvons pas extraire un ID vidéo de l'URL soumise. Veuillez également noter que Facebook ne nous permet pas de traiter les vidéos des Utilisateurs ou des Groupes.	No podemos extraer una identificación de video de la URL enviada. Tenga en cuenta también que Facebook no nos permite procesar videos de Usuarios o Grupos.	Δεν μπορούμε να εξαγάγουμε ένα αναγνωριστικό βίντεο από την υποβληθείσα διεύθυνση URL. Σημειώστε επίσης ότι το Facebook δεν μας επιτρέπει να επεξεργαζόμαστε βίντεο από Χρήστες ή Ομάδες.	We cannot extract an video ID from the submitted URL. Please note also that Facebook does not allow us to process videos from Users or Groups.	لا يمكننا استخراج معرف الفيديو من الرابط المطروح. يرجى أيضًا ملاحظة أن فيسبوك لا يسمح لنا بمعالجة مقاطع الفيديو من المستخدمين أو المجموعات.	Wir können keine Video -ID aus der eingereichten URL extrahieren. Bitte beachten Sie auch, dass Facebook uns nicht erlaubt, Videos von Benutzern oder Gruppen zu verarbeiten.	送信された URL からビデオ ID を抽出できません。 Facebook では、ユーザーまたはグループからビデオの使用が許可されていない場合もあります。	Nem tudunk videó azonosítót kinyerni a megadott URL-ből. Kérjük, vegye figyelembe, hogy a Facebook nem engedélyezi a felhasználók vagy csoportok videóinak feldolgozását.	Não podemos extrair um ID de vídeo da URL enviada. Observe também que o Facebook não nos permite processar vídeos de Usuários ou Grupos.	Ne možemo izdvojiti ID videozapisa iz poslane URL adrese. Također imajte na umu da Facebook ne dopušta obradu videozapisa korisnika ili grupa.	Iz predloženega URL-ja ne moremo izvleči ID-ja videoposnetka. Upoštevajte tudi, da nam Facebook ne dovoljuje obdelave videoposnetkov uporabnikov ali skupin.
table_error_unavailable_image	This image is not available	Cette image n'est pas disponible	Esta imagen no es disponible	Αυτή η εικόνα δεν είναι διαθέσιμη	Questa immagine non è disponibile	هذه الصورة غير متوفرة	Dieses Bild ist nicht verfügbar	この画像は利用できません	Ez a kép nem elérhető	Esta imagem não está disponível	Ova slika nije dostupna	Ta slika ni na voljo
table_error_unavailable_video	We cannot process this video. Please note also that Facebook does not allow us to process videos from Users or Groups.	Nous ne pouvons pas traiter cette vidéo. Veuillez également noter que Facebook ne nous permet pas de traiter les vidéos des Utilisateurs ou des Groupes.	No podemos procesar este video. Tenga en cuenta también que Facebook no nos permite procesar videos de Usuarios o Grupos.	Αυτό το βίντεο δεν είναι διαθέσιμο. Σημειώστε επίσης ότι το Facebook δεν μας επιτρέπει να επεξεργαζόμαστε βίντεο από Χρήστεes ή Ομάδες.	Non possiamo elaborare questo video. Tieni inoltre presente che Facebook non ci consente di elaborare video di Utenti o Gruppi.	لا يمكننا معالجة هذا الفيديو. يرجى أيضًا ملاحظة أن فيسبوك لا يسمح لنا بمعالجة مقاطع الفيديو من المستخدمين أو المجموعات.	Wir können dieses Video nicht verarbeiten. Bitte beachten Sie auch, dass Facebook uns nicht erlaubt, Videos von Benutzern oder Gruppen zu verarbeiten.	この動画を処理できません。 Facebook では、ユーザーまたはグループから動画の使用が許可されていない場合もあります。	Nem tudjuk feldolgozni ezt a videót. Kérjük, vegye figyelembe, hogy a Facebook nem engedélyezi a felhasználók vagy csoportok videóinak feldolgozását.	Não podemos processar este vídeo. Observe também que o Facebook não nos permite processar vídeos de Usuários ou Grupos.	Ne možemo obraditi ovaj videozapis. Također imajte na umu da Facebook ne dopušta obradu videozapisa korisnika ili grupa.	Tega videoposnetka ne moremo obdelati. Upoštevajte tudi, da nam Facebook ne dovoljuje obdelave videoposnetkov uporabnikov ali skupin.
table_error_unsupported_platform	Content from this platform are not supported by this service	Le contenu de cette plateforme n'est pas pris en charge par ce service	El contenido de esta plataforma no es compatible con este servicio	Το περιεχόμενο από αυτήν την πλατφόρμα δεν υποστηρίζεται από αυτήν την υπηρεσία	I contenuti di questa piattaforma non sono supportati da questo servizio	محتوى الواجهة الأساسية غير مدعوم من هذه الخادم السيرفر	Inhalte dieser Plattform werden von diesem Dienst nicht unterstützt	このプラットフォームのコンテンツは、このサービスではサポートされていません	Ennek a platformnak a tartalmait ez a szolgáltatás nem támogatja	O conteúdo desta plataforma não é compatível com este serviço	Sadržaj s ove platforme nije podržan ovom uslugom.	Vsebina s te platforme ni podprta s to storitvijo
page_number	out of	de	sobre	Εκτός	fuori da	خارج النظام أو المنصة	aus	  外	:	sobre	od	od
api_title_image	Image contextual verification	Vérification du contexte de la image	Verificación del contexto del imagen	Επαλήθευση με βάση τα συμφραζόμενα της εικόνας	Verifica contestuale dell'imagine	التحقق من الصورة السياقية	Bildkontextüberprüfung	画像のコンテキスト検証	Kép kontextuális ellenőrzés	Verificação de contexto da imagem	Provjera konteksta slike	Kontekstualno preverjanje slike
link_comments	Comments that contain links	Commentaires contenant des liens	Comentarios que contienen enlaces	Σχόλια που περιέχουν συνδέσμους	Numero di commenti che contengono links	التعليقات التي تحتوي على روابط	Kommentare, die Links enthalten	リンクを含むコメント	Linket tartalmazó hozzászólások	Comentários que contêm links	Komentari koji sadrže poveznice	Komentarji, ki vsebujejo povezave
api_comments_verified	Verification comments	Commentaires de vérification	Comentarios de verificación	Σχόλια επαλήθευσης	Commenti verifica	تعليقات موثوقة	Überprüfungskommentare	検証コメント	Ellenőrzési hozzászólások	Comentários de verificação	Komentari za provjeru	Komentarji za preverjanje
intro_tip	Tip	Conseils	Consejo	συμβουλή	Consiglio	نصيحة	Tipp	ヒント	Tipp	Dica	Savjet	Nasvet
platform	Platform	Plate-forme	Plataforma	Πλατφόρμα	Piattaforma	واجهة	Plattform	プラットフォーム	Platform	Plataforma	Platforma	Platforma
source	Source	Source	Fuente	Πηγή	Fonte	مصدر	Quelle	ソース	Forrás	Fonte	Izvor	Vir
image_link	Image link	Lien de l'image	Enlace de imágen	Σύνδεσμος εικόνας	Link dell'immagine	رابط الصورة	Bildlink	画像リンク	Kép link	Link da imagem	Veza slike	Povezava do slike
twitter_search	Search on Twitter	Rechercher sur Twitter	Buscar en Twitter	Αναζήτηση στο Twitter	Cerca su Twitter	إبحث في تويتر	Suche auf Twitter	Twitterで検索	Keresés a Twitteren	Pesquisar no Twitter	Pretraži na Twitteru	Iskanje na Twitterju
comments_links	Number of comments that contain links	Nombre de commentaires contenant des liens	Número de comentarios que contienen enlaces	Αριθμός σχολίων που περιέχουν συνδέσμους	Numero di commenti che contengono collegamenti	الردود التي تحتوي على روابط	Anzahl der Kommentare, die Links enthalten	リンクを含むコメントの数	Linket tartalmazó hozzászólások száma	Número de comentários que contêm links	Broj komentara koji sadrže poveznice	Število komentarjev, ki vsebujejo povezave
facebook_tip	This kind of Facebook link or shortener is not working properly. Try to click on the video and to get the url address instead.	Ce genre de lien ou raccourci de Facebook ne fonctionne pas correctement. Cliquez sur la vidéo et récupérer le lien de la barre d'adresse URL.	Este tipo de enlace o de acortador de Facebook no funciona correctamente. Intenté cliquear sobre el video y de recuperar el enlace en la barra de URL.	Αυτό το είδος του συνδέσμου Facebook ή του shortener δεν λειτουργεί σωστά. Προσπαθήστε να κάνετε κλικ στο βίντεο και να λάβετε τη διεύθυνση url.	Questo tipo di collegamento o abbreviazione di Facebook non funziona correttamente. Prova invece a fare clic sul video e a ottenere l'indirizzo URL.	هذا النوع من روابط فيسبوك أو الروابط المختصرة لا يعمل بشكل صحيح. حاول النقر على الفيديو والحصول على رابط جديد بدلاً من ذلك.	Diese Art von Facebook -Link oder Shortener funktioniert nicht ordnungsgemäß. Versuchen Sie, auf das Video zu klicken und stattdessen die URL -Adresse zu erhalten.	この関連のFacebookリンクまたは短縮ツールは正しく機能しません。代わりに動画をクリックして URL アドレスを取得してみてください。	Ez a fajta Facebook link vagy rövid link nem működik megfelelően. Próbálja meg rákattintani a videóra, és megszerezni az URL címet helyette.	Este tipo de link do Facebook ou encurtador não está funcionando corretamente. Tente clicar no vídeo e recuperar o link na barra de URL.	Ova vrsta Facebook veze ili skraćivača ne radi ispravno. Pokušajte kliknuti na videozapis i umjesto toga dobiti URL adresu.	Ta vrsta Facebook povezave ali skrajševalnika ne deluje pravilno. Poskusite klikniti na videoposnetek in namesto tega pridobite URL naslov.
api_input_image	Facebook link	Adresse Facebook	Enlace de Facebook	Σύνδεσμος Facebook	Link Facebook	رابط فيسبوك	Facebook -Link	フェイスブックリンク	Facebook-link	Link do Facebook	Facebook veza	Facebook povezava
image_description	Image description	Description de l'image	Descripción de la imagen	περιγραφή εικόνας	Descrizione dell'immagine	وصف الصورة	Bildbeschreibung	画像の説明	Képleírás	Descrição da imagem	Opis slike	Opis slike
video_description	Video description	Description de la vidéo	Descripción del video	Περιγραφή βίντεο	Descrizione video	وصف الفيديو	Videobeschreibung	動画の説明	Videóleírás	Descrição do vídeo	Opis videozapisa	Opis videa
twitter_reply	All replies	Toutes les réponses	Todas las respuestas	Όλες οι απαντήσεις	Tutte le risposte	جميع الردود	Alle Antworten	すべての返信	Minden válasz	Todas as respostas	Svi odgovori	Vsi odgovori
twitter_reply_verified	Verification replies	Réponses de vérification	Respuestas de verificación	Απαντήσεις επαλήθευσης	Risposte di verifica	الردود موثوقة	Überprüfung antwortet	事実検証の返信	Ellenőrzési válaszok	Respostas de verificação	Odgovori za provjeru	Odgovori za preverjanje
twitter_reply_link	Replies that contain links	Réponses contenant des liens	Respuestas que contienen enlaces	Απαντήσεις που περιέχουν συνδέσμους	Risposte che contengono collegamenti	الردود التي تحتوي على روابط	Antworten, die Links enthalten	リンクを含む返信	Linket tartalmazó válaszok	Respostas que contêm links	Odgovori koji sadrže poveznice	Odgovori, ki vsebujejo povezave
twitter_replies	Replies	Réponses	Respuestas	Απαντήσεις	Risposte	الردود	Antworten	返信	Válaszok	Respostas	Odgovori	Odgovori
twitter_video_replies	Video replies	Réponses vidéo	Respuestas en video	Απαντήσεις βίντεο	Risposte di verifica	ردود الفيديو	Video -Antworten	動画返信	Videó válaszok	Respostas em vídeo	Video odgovori	Video odgovori
video_card_header	Source of the video	Source de la vidéo	Fuente del video	Πηγή του βίντεο	Fonte del video	مصدر الفيديو	Quelle des Videos	動画の出典	A videó forrása	Fonte do vídeo	Izvor videozapisa	Vir videoposnetka
image_card_header	Source of the image	Origine de l'image	Fuente de la imagen	Πηγή της εικόνας	Fonte dell'immagine	مصدر الصورة	Bildquelle	画像の出典	A kép forrása	Fonte da imagem	Izvor slike	Vir slike
user	User	Utilisateur	Usuario	Χρήστης	Utente	المستخدم	Benutzer	ユーザー	Felhasználó	Usuário	Korisnik	Uporabnik
