	en	fr	es	el	it	ar	de	ja	hu	pt	hr	sl
feedback_part_3	at the bottom right.	en bas à droite.	en la parte inferior derecha.	στο κάτω δεξιά μέρος της σελίδας.	in basso a destra.	في أسفل اليمين.	unten rechts.	右下にあります	keresztül.	no canto inferior direito.	u donjem desnom kutu.	v spodnjem desnem kotu.
disclaimer	Disclaimer	Avertissement	Descarga de responsabilidad	Αποποίηση ευθυνών	Avvertimento	تحذير	Haftungsausschluss	免責事項	Jogi nyilatkozat	Isenção de responsabilidade	Odricanje od odgovornosti	Izjava o omejitvi odgovornosti
disclaimer_text	This software is provided ''as is'', without warranty of any kind, express or implied, including but not limited to the warranties of merchantability, fitness for a particular purpose and noninfringement. In no event shall the authors or copyright holders be liable for any claim, damages or other liability, whether in an action of contract, tort or otherwise, arising from, out of or in connection with the software or the use or other dealings in the software.	Ce logiciel est fourni tel quel, sans aucune garantie explicite ou implicite, y compris mais non limité à sa qualité marchande, sa robustesse et toute garantie d'absence de contrefaçon. En aucun cas, les auteurs ou détenteurs du copyright ne sont responsables pour toute réclamation, dommages ou autre responsabilité, en lien avec ce logiciel ou son utilisation.	Este software se proporciona ''tal cual'', sin garantía de ningún tipo, expresa o implícita, incluyendo pero no limitándose a las garantías de comerciabilidad, idoneidad para un propósito particular y no infracción. En ningún caso los autores o titulares de los derechos de autor serán responsables de ninguna reclamación, daño u otra responsabilidad, ya sea en una acción contractual, extracontractual o de otro tipo, que surja de o en relación con el software o el uso u otras transacciones en el software.	Αυτό το λογισμικό παρέχεται «ως έχει», χωρίς εγγύηση οποιουδήποτε είδους, ρητή ή σιωπηρή, συμπεριλαμβανομένων, ενδεικτικά, των εγγυήσεων εμπορευσιμότητας, καταλληλότητας για συγκεκριμένο σκοπό και μη παραβίασης. Σε καμία περίπτωση οι συγγραφείς ή οι κάτοχοι πνευματικών δικαιωμάτων δεν φέρουν ευθύνη για οποιαδήποτε αξίωση, ζημία ή άλλη ευθύνη, είτε σε πράξη συμβολαίου, αδικοπραξία ή άλλως, που προκύπτει από, από ή σε σχέση με το λογισμικό ή τη χρήση ή άλλες συναλλαγές στο λογισμικό.	Questo software è fornito ''come è'', senza garanzia di alcun tipo, espresso o implicito, incluso ma non limitato alle garanzie di commerciabilità, idoneità per uno scopo particolare e non violazione. In nessun caso gli autori o i titolari del copyright saranno responsabili per qualsiasi reclamo, danni o altra responsabilità, sia in un'azione contrattuale, illecito civile o altro, derivante da, fuori o in connessione con il software o l'uso o altre trattative nel software.	هذا البرنامج متوفر "كما هو"، دون أي ضمانات صريحة أو ضمنية، بما في ذلك، على سبيل المثال لا الحصر، ضمانات صلاحية العرض في السوق، والملاءمة لغرض معين، وعدم انتهاك الحقوق. لا يتحمل المؤلفون أو أصحاب حقوق النشر بأي حال من الأحوال المسؤولية عن أي مطالبة أو أضرار أو أية مسؤولية أخرى، سواء في دعوى عقدية أو ضرر أو غير ذلك، ناشئة عن أو فيما يتعلق بالبرنامج أو استخدامه أو أي تعاملات أخرى في البرنامج.	Diese Software wird "wie besehen" und ohne jegliche ausdrückliche oder stillschweigende Garantie, einschließlich, aber nicht beschränkt auf die Garantien der Marktgängigkeit, der Eignung für einen bestimmten Zweck und der Nichtverletzung, bereitgestellt. In keinem Fall haften die Autoren oder Urheberrechtsinhaber für Ansprüche, Schäden oder andere Haftungen, sei es aus Vertragsbruch, unerlaubter Handlung oder anderweitig, die sich aus oder im Zusammenhang mit der Software oder der Nutzung oder anderen Geschäften mit der Software ergeben.	このソフトウェアは、商品性、特定目的への適合性、非侵害の保証を含むがこれらに限定されない、明示的または黙示のいかなる種類の保証もなく、「現状有姿」で提供されます。いかなる場合も、著作者または著作権所有者は、契約、不法行為、その他を問わず、本ソフトウェアまたは本ソフトウェアの使用またはその他の取引から生じる、または関連するいかなる請求、損害、またはその他の責任についても責任を負わないものとします。	Ez a szoftver "ahogy van" alapon biztosított, bármiféle kifejezett vagy hallgatólagos garancia nélkül, ideértve, de nem kizárólagosan az eladhatóságra, egy adott célra való alkalmasságra és a jogsértésmentességre vonatkozó garanciákat. Semmi esetre sem felelnek a szerzők vagy a szerzői jog tulajdonosai semmilyen igényért, kárért vagy egyéb felelősségért, legyen az szerződéses, károkozási vagy egyéb jogcímen alapuló, amely a szoftverből, annak használatából vagy azzal való egyéb foglalkozásokból ered.	Este software é fornecido ''como está'', sem garantia de qualquer tipo, expressa ou implícita, incluindo, mas não se limitando a garantias de comercialização, adequação a uma finalidade específica e não violação. Em nenhum caso os autores ou detentores dos direitos autorais serão responsáveis por qualquer reclamação, danos ou outra responsabilidade, seja em uma ação de contrato, delito ou de outra forma, decorrente de, fora de ou em conexão com o software ou o uso ou outras negociações no software.	Ovaj softver je dostavljen "kakav jest", bez jamstva bilo koje vrste, izričitog ili impliciranog, uključujući, ali ne ograničavajući se na jamstva prodajnosti, prikladnosti za određenu svrhu i nekršenja. Autori ili nositelji autorskih prava ni u kojem slučaju neće biti odgovorni za bilo kakav zahtjev, štetu ili drugu odgovornost, bilo u ugovornoj, delikvnoj ili drugoj radnji, koja proizlazi iz, izvan ili u vezi sa softverom ili upotrebom ili drugim poslovima sa softverom.	Ta programska oprema je na voljo "takšna, kot je", brez kakršne koli garancije, izrecne ali implicitne, vključno z, vendar ne omejeno na, garancije za tržnost, primernost za določen namen in nekršitev. V nobenem primeru avtorji ali imetniki avtorskih pravic ne bodo odgovorni za kakršne koli zahtevke, škodo ali drugo odgovornost, bodisi v pogodbenem, odškodninskem ali drugem dejanju, ki izhaja iz, iz ali v zvezi s programsko opremo ali uporabo ali drugimi posli s programsko opremo.
privacy	Privacy	Vie privée	Privacidad	Ιδιωτικότητα	Privacy	خصوصية	Privatsphäre	プライバシー	Adatvédelem	Privacidade	Privatnost	Zasebnost
privacy_text	This plugin does not gather any personal data or browsing data. We implemented Matomo only to get feedback and statistics about the tool usage, in order to improve the next releases. Some new tools (TwitterSNA, CheckGIF, GIF export of Forensic, Beta tools) need registration and are reserved to journalists, fact-checkers and researchers.	Cette extension n'utilise pas vos données personnelles et n'utilise pas vos données de navigation. Les données récupérées via Matomo sont anonymisées et ne servent qu'à obtenir des statistiques d'usage sur l'utilisation de l'extension, dans le but d'améliorer les prochaines versions. Certains nouveaux outils (TwitterSNA, CheckGIF, GIF export of Forensic, outils beta) requièrent un enregistrement et sont réservés aux journalistes, fact-checkers et chercheurs.	Este plugin no recoge ningún dato personal o de navegación. Implementamos Matomo sólo para obtener estadísticas sobre el uso de la herramienta, con el fin de mejorar las próximas versiones. Algunas nuevas herramientas (TwitterSNA, CheckGIF, GIF export of Forensic, Herramientas beta) necesitan registrarse y son reservadas para periodistas, fact-checkers y investigadores.	Αυτό το plugin δεν συλλέγει προσωπικά δεδομένα. Εφαρμόσαμε το Matomo μόνο για να λάβουμε ανατροφοδότηση και στατιστικά στοιχεία σχετικά με τη χρήση του εργαλείου, προκειμένου να βελτιωθούν οι επόμενες κυκλοφορίες. Ορισμένα νέα εργαλεία (Twittersna, Checkgif, GIF εξαγωγή εγκληματολογικών, Εργαλεία beta) χρειάζονται εγγραφή και προορίζονται για δημοσιογράφους, πούλια και ερευνητές.	Questo plugin non raccoglie dati personali o dati di navigazione. Abbiamo implementato Google Analytics solo per ottenere feedback e statistiche sull'utilizzo degli strumenti, al fine di migliorare le prossime versioni. Alcuni nuovi strumenti (TwitterSNA, Checkgif, GIF Export of Forensic, strumenti beta) hanno bisogno di registrazione e sono riservati a giornalisti, factcheckers e ricercatori.	لا يستخدم هذا الامتداد بياناتك الشخصية ولا بيانات التصفح الخاصة بك. لقد قمنا بتطبيق Matomo فقط للحصول على ملاحظات وإحصائيات حول استخدام الأداة، من أجل تحسين الإصدارات القادمة. بعض الأدوات الجديدة (TwitterSNA، CheckGIF، تصدير GIF للطب الشرعي، أدوات Beta) تتطلب التسجيل ومخصصة للصحفيين، مدققي الحقائق والباحثين.	Dieses Plugin sammelt keine persönlichen Daten oder Browserdaten. Wir haben Matomo nur implementiert, um Feedback und Statistiken zur Toolnutzung zu erhalten, um die nächsten Veröffentlichungen zu verbessern. Einige neue Tools (TwitterSNA, CheckGIF, GIF Export of Forensic, Beta Tools) benötigen eine Registrierung und sind Journalisten, Faktenprüfern und Forschern vorbehalten.	このプラグインは個人データや閲覧データを収集しません。Matomoは、今後のリリースを改善するために、ツールの使用に関するフィードバックと統計を取得するためにのみ実装しました。一部の新しいツール (TwitterSNA、CheckGIF、ForensicのGIFエクスポート、ベータツール) は登録が必要で、ジャーナリスト、ファクトチェッカー、研究者に限定されています。	Ez a bővítmény nem gyűjt személyes vagy böngészési adatokat. A Matomo-t csak azért vezettük be, hogy visszajelzéseket és statisztikákat kapjunk az eszközhasználatról, a következő kiadások javítása érdekében. Néhány új eszköz (TwitterSNA, CheckGIF, Forensic GIF export, Béta eszközök) regisztrációt igényel, és újságírók, tényellenőrzők és kutatók számára van fenntartva.	Este plugin não coleta nenhum dado pessoal ou de navegação. Implementamos o Matomo apenas para obter feedback e estatísticas sobre o uso da ferramenta, a fim de melhorar as próximas versões. Algumas novas ferramentas (TwitterSNA, CheckGIF, exportação de GIF do Forensic, ferramentas Beta) precisam de registro e são reservadas para jornalistas, verificadores de fatos e pesquisadores.	Ovaj dodatak ne prikuplja nikakve osobne podatke niti podatke o pregledavanju. Implementirali smo Matomo samo kako bismo dobili povratne informacije i statistiku o korištenju alata, kako bismo poboljšali sljedeća izdanja. Neki novi alati (TwitterSNA, CheckGIF, GIF izvoz Forenzičkih, Beta alati) trebaju registraciju i rezervirani su za novinare, provjeravatelje činjenica i istraživače.	Ta vtičnik ne zbira osebnih podatkov ali podatkov o brskanju. Matomo smo implementirali le za pridobivanje povratnih informacij in statistik o uporabi orodja, da bi izboljšali naslednje izdaje. Nekatera nova orodja (TwitterSNA, CheckGIF, izvoz GIF-a forenzike, beta orodja) potrebujejo registracijo in so rezervirana za novinarje, preverjevalce dejstev in raziskovalce.
info_invid_part_1	WeVerify was a Horizon 2020 innovation action funded by the European Union under grant agreement 825297 (2018-2021). InVID was a Horizon 2020 innovation action funded by the European Union under grant agreement 687786 (2016-2018). For more information, visit the	WeVerify était un projet Horizon 2020 financé par l'Union Européenne sous l'accord de subvention 825297 (2018-2021). InVID était un projet financé par le programme Horizon 2020 de l'Union Européenne, sous l'accord de subvention 687786 (2016-2018). Pour plus d'information sur le projet, visitez le	WeVerify fue una acción de innovación financiada por el programa cuadro Horizonte 2020 de la Unión Europea bajo el acuerdo de subvención 825297 (2018-2021). InVID fue una acción de innovación financiada por el programa cuadro Horizonte 2020 de la Unión Europea bajo el acuerdo de subvención 687786. Para más información, visite nuestra página web	Το vera.ai είναι μια νέα δράση καινοτομίας του προγράμματος «Ορίζοντας» που χρηματοδοτείται από την Ευρωπαϊκή Ένωση βάσει της σύμβασης επιχορήγησης 101070093 (2022-2025).Για περισσότερες πληροφορίες, επισκεφθείτε τον	WeVerify era un progetto di innovazione Orizzonte 2020 finanziato dall'Unione europea con l'accordo di sovvenzione 825297 (2018-2021). Per ulteriori informazioni, visitare il nostro	.  WeVerify هو مشروع Horizon 2020 ممول من الاتحاد الأوروبي بموجب اتفاقية المنحة 825297 (2018-2021). لمزيد من المعلومات حول هذا المشروع  كان InVID جزءًا من مبادرة الابتكار في Horizon 2020 بتمويل من الاتحاد الأوروبي بموجب اتفاقية المنحة 687786 (2016-2018). لمزيد من المعلومات، تفضل بزيارة صفحة الويب الخاصة بنا	WeVerify war eine Innovationsmaßnahme im Rahmen von Horizon 2020, die von der Europäischen Union unter der Finanzhilfevereinbarung 825297 (2018-2021) finanziert wurde. InVID war eine Innovationsmaßnahme im Rahmen von Horizon 2020, die von der Europäischen Union unter der Finanzhilfevereinbarung 687786 (2016-2018) finanziert wurde. Weitere Informationen finden Sie auf der	WeVerify は、欧州連合から助成契約 825297 (2018-2021) の下で資金提供を受けた Horizon 2020 イノベーションアクションでした。InVID は、欧州連合から助成契約 687786 (2016-2018) の下で資金提供を受けた Horizon 2020 イノベーションアクションでした。詳細については、以下をご覧ください。	A WeVerify egy Horizont 2020 innovációs akció volt, amelyet az Európai Unió finanszírozott a 825297 (2018-2021) támogatási szerződés keretében. Az InVID egy Horizont 2020 innovációs akció volt, amelyet az Európai Unió finanszírozott a 687786 (2016-2018) támogatási szerződés keretében. További információkért látogasson el a	WeVerify foi uma ação de inovação Horizon 2020 financiada pela União Europeia sob o acordo de subvenção 825297 (2018-2021). InVID foi uma ação de inovação Horizon 2020 financiada pela União Europeia sob o acordo de subvenção 687786 (2016-2018). Para mais informações, visite o	WeVerify je bila inovativna akcija Obzora 2020 financirana od strane Europske unije prema sporazumu o bespovratnim sredstvima 825297 (2018.-2021.). InVID je bila inovativna akcija Obzora 2020 financirana od strane Europske unije prema sporazumu o bespovratnim sredstvima 687786 (2016.-2018.). Za više informacija posjetite	WeVerify je bila inovacijska akcija Obzorja 2020, ki jo je financirala Evropska unija v okviru sporazuma o dodelitvi sredstev 825297 (2018-2021). InVID je bila inovacijska akcija Obzorja 2020, ki jo je financirala Evropska unija v okviru sporazuma o dodelitvi sredstev 687786 (2016-2018). Za več informacij obiščite
info_invid_website	InVID website	site InVID	InVID sitio web	ιστοχώρο του InVID	sito Web InVid	موقع InVID	InVID -Webseite	InVID ウェブサイト	InVID weboldalára	Site InVID	web stranicu InVID	spletno stran InVID
info_invid_link_website	http://www.invid-project.eu/	http://www.invid-project.eu/	http://www.invid-project.eu/	http://www.invid-project.eu/	http://www.invid-project.eu/	http://www.invid-project.eu/	http://www.invid-project.eu/	http://www.invid-project.eu/	http://www.invid-project.eu/	http://www.invid-project.eu/	http://www.invid-project.eu/	http://www.invid-project.eu/
info_invid_part_2	or follow us on	ou suivez-nous sur	o síganos en	ή ακολουθήστε μας στο	o seguici	أو تابعنا	oder folgen Sie uns auf	または	vagy kövessen minket a	ou siga-nos em	ili nas pratite na	ali nam sledite na
twitter	X/Twitter	X/Twitter	X/Twitter	X/Twitter	X/Twitter	على تويتر	X/Twitter	X/ツイッターをフォローしてください。	X/Twitteren	X/Twitter	X/Twitter	X/Twitter
info_invid_link_twitter	https://twitter.com/InVID_EU	https://twitter.com/veraai_eu	https://twitter.com/veraai_eu	https://twitter.com/veraai_eu	https://twitter.com/veraai_eu	https://twitter.com/veraai_eu	https://twitter.com/veraai_eu	https://twitter.com/InVID_EU	https://twitter.com/InVID_EU	https://twitter.com/veraai_eu	https://twitter.com/veraai_eu	https://twitter.com/InVID_EU
info_invid_part_3	.	.	.	.	.	.	.	。	.	.	.	.
info_weverify_part_1	Vera.ai is a Horizon Research and Innovation Action funded by the European Union under grant agreement 101070093 (2022-2025). For more information, visit our	Vera.ai est un projet Horizon de recherche et innovation financé par l'Union Européenne sous l'accord de subvention 101070093 (2022-2025). Pour plus d'information sur ce nouveau projet, visitez le	Vera.ai es una acción de investigación e innovación financiada por el programa cuadro Horizonte de la Unión Europea bajo el acuerdo de subvención 101070093 (2022-2025). Para más información, visite nuestra página web	Το vera.ai είναι μια νέα δράση καινοτομίας του προγράμματος «Ορίζοντας» που χρηματοδοτείται από την Ευρωπαϊκή Ένωση βάσει της σύμβασης επιχορήγησης 101070093 (2022-2025).Για περισσότερες πληροφορίες, επισκεφθείτε τον	Vera.ai è un progetto di innovazione Orizzonte 2020 finanziato dall'Unione europea con l'accordo di sovvenzione 825297 (2018-2021). Per ulteriori informazioni, visitare il nostro	vera.ai هو مشروع Horizon ممول من الاتحاد الأوروبي بموجب اتفاقية المنحة 101070093 (2022-2025). لمزيد من المعلومات حول هذا المشروع	Vera.ai ist eine Forschungs und Innovationsmaßnahme im Rahmen von Horizon, die von der Europäischen Union unter der Finanzhilfevereinbarung 101070093 (2022-2025). Für weitere Informationen besuchen Sie die	Vera.ai は、助成契約 101070093(2022 ～ 2025 年)に基づいて欧州連合から資金提供を受けた Horizo​​n Research and Innovation Action の一環です。詳細については、こちらをご覧ください。	A Vera.ai egy Horizon kutatási és innovációs akció, amelyet az Európai Unió finanszírozott a 101070093 számú támogatási szerződés keretében (2022-2025). További információkért látogasson el a	Vera.ai é uma ação de pesquisa e inovação Horizon financiada pela União Europeia sob o acordo de subvenção 101070093 (2022-2025). Para mais informações, visite o nosso	Vera.ai je akcija istraživanja i inovacija Horizon financirana od strane Europske unije prema ugovoru o dodjeli bespovratnih sredstava 101070093 (2022.-2025.). Za više informacija posjetite	Vera.ai je raziskovalna in inovacijska akcija Horizon, ki jo financira Evropska unija v okviru sporazuma o dodelitvi sredstev 101070093 (2022-2025). Za več informacij obiščite našo
info_weverify_website	vera.ai website	site vera.ai	sitio web vera.ai	ιστοχώρο vera.ai	sito vera.ai	موقع vera.ai	vera.ai -Webseite	Vera.ai ウェブサイト、	vera.ai weboldalunkra	site vera.ai	web stranicu vera.ai	spletno stran vera.ai
info_weverify_link_website	https://veraai.eu/	https://veraai.eu/	https://veraai.eu/	https://veraai.eu/	https://veraai.eu/	https://veraai.eu/	https://veraai.eu/	https://veraai.eu/	https://veraai.eu/	https://veraai.eu/	https://veraai.eu/	https://veraai.eu/
info_weverify_part_2	or follow us on	ou suivez-nous sur	o síganos en	ή ακολουθήστε μας στο	o seguici	أو تابعنا	oder folgen Sie uns auf	もしくはソーシャルメディアをフォローしてください	vagy kövessen minket a	ou siga-nos em	ili nas pratite na	ali nam sledite na
info_weverify_link_twitter	https://twitter.com/veraai_eu	https://twitter.com/veraai_eu	https://twitter.com/veraai_eu	https://twitter.com/veraai_eu	https://twitter.com/veraai_eu	https://twitter.com/veraai_eu	https://twitter.com/veraai_eu	https://twitter.com/veraai_eu	https://twitter.com/veraai_eu címen.	https://twitter.com/veraai_eu	https://twitter.com/veraai_eu	https://twitter.com/veraai_eu
developed_text_part_1	The initial versions (0.1-0.7) of this plugin have been developed by	Les premières versions (0.1-0.7) de cette extension ont été développées par le	Las primeras versiones (0.1-0.7) de esta extensión han sido desarrolladas por el	Οι αρχικές εκδόσεις (0.1-0.7) αυτού του λογισμικού έχουν αναπτυχθεί από το	Le versioni iniziali (0.1-0.7) di questo plugin sono state sviluppate da	تم تطوير الإصدارات الأولية (0.1-0.7) من هذا البرنامج المساعد بواسطة	Die ersten Versionen (0,1-0,7) dieses Plugins wurden von	このプラグインの初期バージョン (0.1 ～ 0.7) は、次の組織によって開発されました。	A bővítmény kezdeti verzióit (0.1-0.7) az	As primeiras versões (0.1-0.7) desta extensão foram desenvolvidas pela	Početne verzije (0.1-0.7) ovog dodatka razvio je	Začetne različice (0.1-0.7) tega vtičnika so razvili
medialab_link_label	AFP Medialab	Medialab de l'AFP	Medialab de AFP	AFP Medialab	AFP Medialab	AFP Medialab	AFP Medialab	AFPメディアラボ	AFP Medialab	Laboratório de mídia da AFP	AFP Medialab	AFP Medialab
medialab_link	https://www.afp.com/en/fact-checking/fact-checking-afp/medialab/	https://www.afp.com/en/fact-checking/fact-checking-afp/medialab/	https://www.afp.com/en/fact-checking/fact-checking-afp/medialab/	https://www.afp.com/en/fact-checking/fact-checking-afp/medialab/	https://www.afp.com/en/fact-checking/fact-checking-afp/medialab/	https://www.afp.com/en/fact-checking/fact-checking-afp/medialab/	https://www.afp.com/en/fact-checking/fact-checking-afp/medialab/	https://www.afp.com/en/fact-checking/fact-checking-afp/medialab/	https://www.afp.com/en/fact-checking/fact-checking-afp/medialab/	https://www.afp.com/en/fact-checking/fact-checking-afp/medialab/	https://www.afp.com/en/fact-checking/fact-checking-afp/medialab/	https://www.afp.com/en/fact-checking/fact-checking-afp/medialab/
developed_text_part_2	(Denis TEYSSOU, Bertrand GOUPIL, Dominique FERRANDINI, Valentin PORCELLINI) with the help of many developers in the last four years (Laurent LACROIX, Eric SCHAEFFER, Jean-Michel LEUNG, Nathan GOYAT, Axel VIGNY, Juliette CASTERAN, Thibault LHUILLIER, Duyen THI DO, Anatole ROULET, Marius POPARASCU, Enrique NIETO ARRANZ, Muneerah PATEL, Robin FARKAS and Abbas MAHFOUZ). The underlying services are provided by	(Denis TEYSSOU, Bertrand GOUPIL, Dominique FERRANDINI, Valentin PORCELLINI) avec l'aide de nombreux développeurs au cours des quatre dernières années (Laurent LACROIX, Eric SCHAEFFER, Jean-Michel LEUNG, Nathan GOYAT, Axel VIGNY, Juliette CASTERAN, Thibault LHUILLIER, Duyen THI DO, Anatole ROULET, Marius POPARASCU, Enrique NIETO ARRANZ, Muneerah PATEL, Robin FARKAS et Abbas MAHFOUZ). Les services sous-jacents sont fournis par	(Denis TEYSSOU, Bertrand GOUPIL, Dominique FERRANDINI, Valentin PORCELLINI) con la ayuda de Laurent LACROIX, Eric SCHAEFFER, Jean-Michel LEUNG, Nathan GOYAT, Axel VIGNY, Juliette CASTERAN, Thibault LHUILLIER, Duyen THI DO, Anatole ROULET, Marius POPARASCU, Enrique NIETO ARRANZ, Muneerah PATEL, Robin FARKAS and Abbas MAHFOUZ). Los servicios sub-yacentes son prestados por	(Denis TEYSSOU, Bertrand GOUPIL, Dominique FERRANDINI, Valentin PORCELLINI) µε τη βοήθεια Jean-Michel LEUNG, Nathan GOYAT, Axel VIGNY, Laurent LACROIX, Juliette Casteran, Thibault LHUILLIER, Duyen THI DO, Anatole ROULET, Marius POPARASCU, Enrique NIETO ARRANZ, Muneerah PATEL, Robin FARKAS και Abbas MAHFOUZ). Οι υποκείμενες υπηρεσίες παρέχονται από το	(Denis TEYSSOU, Bertrand GOUPIL, Dominique FERRANDINI, Valentin PORCELLINI) con l'aiuto di molti sviluppatori negli ultimi quattro anni (Laurent Lacroix, Eric Schaeffer, Jean-Michel Leung, Nathan Goyat, Axel Vigny, Juliette Casteran, Thibault Lhuillier, Duyen Thi, Anatole Roulet, Marius Poparascu, Enrique Nieto Arranz, Muneerah Patel, Robin Farkas e Abbas MAHFOUZ). I servizi sottostanti sono forniti da	(دينيس تيسو، برتراند جوبيل، دومينيك فيرانديني، فالنتين بورسيليني) بمساعدة العديد من المطورين في السنوات الأربع الماضية (لوران لاكروا، إريك شيفر، جان ميشيل ليونج، ناثان جويات، أكسل فيجني، جولييت كاستيران، ثيبو لهويلييه، دوين ثي دو، أناتول روليه، ماريوس بوباراسكو، إنريكي نييتو أرانز، منيرة باتيل، روبن فاركاس وعباس محفوظ). يتم تقديم الخدمات الأساسية بواسطة	(Denis TEYSSOU, Bertrand GOUPIL, Dominique FERRANDINI, Valentin PORCELLINI) mit Hilfe vieler Entwickler in den letzten vier Jahren (Laurent LACROIX, Eric SCHAEFFER, Jean-Michel LEUNG, Nathan GOYAT, Axel VIGNY, Juliette CASTERAN, Thibault LHUILLIER, Duyen THI DO, Anatole ROULET, Marius POPARASCU, Enrique NIETO ARRANZ, Muneerah PATEL, Robin FARKAS und Abbas MAHFOUZ). Die zugrunde liegenden Dienste werden von	(Denis TEYSSOU、Bertrand GOUPIL、Dominique FERRANDINI、Valentin PORCELLINI) が、過去 4 年間で多くの開発者 (Laurent LACROIX、Eric SCHAEFFER、Jean-Michel LEUNG、Nathan GOYAT、Axel VIGNY、Juliette CASTERAN、Thibault LHUILLIER、Duyen THI DO、Anatole ROULET、Marius POPARASCU、Enrique NIETO ARRANZ、Muneerah PATEL、Robin FARKAS、Abbas MAHFOUZ) の協力を得て開発しました。基盤となるサービスは以下によって提供されています。	(Denis TEYSSOU, Bertrand GOUPIL, Dominique FERRANDINI, Valentin PORCELLINI) sok fejlesztő segítségével az elmúlt négy évben (Laurent LACROIX, Eric SCHAEFFER, Jean-Michel LEUNG, Nathan GOYAT, Axel VIGNY, Juliette CASTERAN, Thibault LHUILLIER, Duyen THI DO, Anatole ROULET, Marius POPARASCU, Enrique NIETO ARRANZ, Muneerah PATEL, Robin FARKAS és Abbas MAHFOUZ). Az alapul szolgáló szolgáltatásokat a	(Denis TEYSSOU, Bertrand GOUPIL, Dominique FERRANDINI, Valentin PORCELLINI) com a ajuda de muitos desenvolvedores nos últimos quatro anos (Laurent LACROIX, Eric SCHAEFFER, Jean-Michel LEUNG, Nathan GOYAT, Axel VIGNY, Juliette CASTERAN, Thibault LHUILLIER, Duyen THI DO, Anatole ROULET, Marius POPARASCU, Enrique NIETO ARRANZ, Muneerah PATEL, Robin FARKAS e Abbas MAHFOUZ). Os serviços subjacentes são fornecidos por	(Denis TEYSSOU, Bertrand GOUPIL, Dominique FERRANDINI, Valentin PORCELLINI) uz pomoć mnogih programera u posljednje četiri godine (Laurent LACROIX, Eric SCHAEFFER, Jean-Michel LEUNG, Nathan GOYAT, Axel VIGNY, Juliette CASTERAN, Thibault LHUILLIER, Duyen THI DO, Anatole ROULET, Marius POPARASCU, Enrique NIETO ARRANZ, Muneerah PATEL, Robin FARKAS i Abbas MAHFOUZ). Os osnovni servisi pružaju	(Denis TEYSSOU, Bertrand GOUPIL, Dominique FERRANDINI, Valentin PORCELLINI) ob pomoči številnih razvijalcev v zadnjih štirih letih (Laurent LACROIX, Eric SCHAEFFER, Jean-Michel LEUNG, Nathan GOYAT, Axel VIGNY, Juliette CASTERAN, Thibault LHUILLIER, Duyen THI DO, Anatole ROULET, Marius POPARASCU, Enrique NIETO ARRANZ, Muneerah PATEL, Robin FARKAS in Abbas MAHFOUZ). Osnovne storitve zagotavlja
iti_link	http://mklab.iti.gr/	http://mklab.iti.gr/	http://mklab.iti.gr/	http://mklab.iti.gr/	http://mklab.iti.gr/	http://mklab.iti.gr/	http://mklab.iti.gr/	http://mklab.iti.gr/	http://mklab.iti.gr/	http://mklab.iti.gr/	http://mklab.iti.gr/	http://mklab.iti.gr/
iti_link_label	Thessaloniki Information Technologies Institute	Thessaloniki Information Technologies Institute	Thessaloniki Information Technologies Institute	Ινστιτούτο Τεχνολογιών Πληροφορικής και Επικοινωνιών	Thessaloniki Information Technologies Institute	معهد  ثيسالونيكي للتكنولوجيا	Institut für Informationstechnologien in Thessaloniki	テッサロニキ情報技術研究所	Thessaloniki Információtechnológiai Intézet	Instituto de Tecnologias de Informação de Thessaloniki	Institut za informacijske tehnologije u Solunu	Inštitut za informacijske tehnologije v Solunu
developed_text_part_3	(ITI, CERTH),	(ITI, CERTH),	(ITI, CERTH),	(ΙΠΤΗΛ, ΕΚΕΤΑ)	(ITI, CERTH),	(iti ، certh) ،	(ITI, CERTH),	(ITI、CERTH)、	(ITI, CERTH),	(ITI, CERTH),	(ITI, CERTH),	(ITI, CERTH),
lleida_link	http://griho.udl.cat/	http://griho.udl.cat/	http://griho.udl.cat/	http://griho.udl.cat/	http://griho.udl.cat/	http://griho.udl.cat/	http://griho.udl.cat/	http://griho.udl.cat/	http://griho.udl.cat/	http://griho.udl.cat/	http://griho.udl.cat/	http://griho.udl.cat/
lleida_link_label	the University de Lleida (Spain)	l'Université de Lleida (Espagne)	la Universitat de Lleida	Πανεπιστήμιο του Lleida	L'Università di Lleida (Spagna)	جامعة دي للييدا (إسبانيا)	der Universität de Lleida (Spanien)	リェイダ大学 (スペイン)、	a Lleidai Egyetem (Spanyolország)	a Universidade de Lleida	Sveučilište u Lleidi (Španjolska)	Univerza v Lleidi (Španija)
borelli_link	https://centreborelli.ens-paris-saclay.fr/en	https://centreborelli.ens-paris-saclay.fr/en	https://centreborelli.ens-paris-saclay.fr/en	https://centreborelli.ens-paris-saclay.fr/en	https://centreborelli.ens-paris-saclay.fr/en	https://centreborelli.ens-paris-saclay.fr/en	https://centreborelli.ens-paris-saclay.fr/en	https://centreborelli.ens-paris-saclay.fr/en	https://centreborelli.ens-paris-saclay.fr/en	https://centreborelli.ens-paris-saclay.fr/en	https://centreborelli.ens-paris-saclay.fr/en	https://centreborelli.ens-paris-saclay.fr/en
